visType,framing,dataSize,truncationLevel,trendDirection,slope,id,index,training,rt,timestamp,qTrend,qSeverity,correct,firstX,lastX,x0,x1,x2
brokenbar,trend,3,0,-1,0.25,5c24e83ac298750001776310,22,,5247,Thu Mar 14 2019 15:24:11 GMT 0100 (CET),-1,2,1,1,0.833333333,1,0.90396943,0.833333333
bottomgradbar,trend,3,0,1,0.125,5c24e83ac298750001776310,23,,5852,Thu Mar 14 2019 15:24:19 GMT 0100 (CET),1,1,1,0.55,0.633333333,0.55,0.584619051,0.633333333
bottomgradbar,trend,2,0,1,0.125,5c24e83ac298750001776310,24,,4852,Thu Mar 14 2019 15:24:27 GMT 0100 (CET),1,1,1,0.55,0.6125,0.55,0.6125,
brokenbar,trend,2,0.5,-1,0.25,5c24e83ac298750001776310,25,,4875,Thu Mar 14 2019 15:24:33 GMT 0100 (CET),-1,3,1,1,0.875,1,0.875,
bottomgradbar,trend,3,0.5,1,0.25,5c24e83ac298750001776310,26,,7894,Thu Mar 14 2019 15:24:42 GMT 0100 (CET),1,4,1,0.55,0.716666667,0.55,0.647004557,0.716666667
bar,trend,3,0.25,-1,0.125,5c24e83ac298750001776310,27,,5432,Thu Mar 14 2019 15:24:49 GMT 0100 (CET),-1,2,1,1,0.916666667,1,0.957873285,0.916666667
bar,trend,2,0,-1,0.125,5c24e83ac298750001776310,28,,6539,Thu Mar 14 2019 15:24:58 GMT 0100 (CET),-1,1,1,1,0.9375,1,0.9375,
bar,trend,3,0.5,-1,0.25,5c24e83ac298750001776310,29,,6167,Thu Mar 14 2019 15:25:05 GMT 0100 (CET),-1,4,1,1,0.833333333,1,0.907159567,0.833333333
bottomgradbar,trend,2,0,1,0.25,5c24e83ac298750001776310,30,,6054,Thu Mar 14 2019 15:25:13 GMT 0100 (CET),1,3,1,0.55,0.675,0.55,0.675,
bar,trend,2,0.5,1,0.25,5c24e83ac298750001776310,31,,8606,Thu Mar 14 2019 15:25:23 GMT 0100 (CET),1,4,1,0.55,0.675,0.55,0.675,
brokenbar,trend,3,0.25,1,0.125,5c24e83ac298750001776310,32,,5635,Thu Mar 14 2019 15:25:30 GMT 0100 (CET),1,2,1,0.55,0.633333333,0.55,0.586352862,0.633333333
brokenbar,trend,2,0.25,-1,0.125,5c24e83ac298750001776310,33,,4909,Thu Mar 14 2019 15:25:36 GMT 0100 (CET),-1,2,1,1,0.9375,1,0.9375,
bar,trend,3,0,-1,0.125,5c24e83ac298750001776310,34,,3907,Thu Mar 14 2019 15:25:42 GMT 0100 (CET),-1,1,1,1,0.916666667,1,0.96739831,0.916666667
bottomgradbar,trend,2,0.5,-1,0.25,5c24e83ac298750001776310,35,,8732,Thu Mar 14 2019 15:25:52 GMT 0100 (CET),-1,3,1,1,0.875,1,0.875,
brokenbar,trend,2,0,1,0.25,5c24e83ac298750001776310,36,,4521,Thu Mar 14 2019 15:25:59 GMT 0100 (CET),1,3,1,0.55,0.675,0.55,0.675,
bar,trend,2,0,-1,0.25,5c24e83ac298750001776310,37,,5207,Thu Mar 14 2019 15:26:06 GMT 0100 (CET),-1,3,1,1,0.875,1,0.875,
bottomgradbar,trend,2,0.25,-1,0.125,5c24e83ac298750001776310,38,,4966,Thu Mar 14 2019 15:26:12 GMT 0100 (CET),-1,2,1,1,0.9375,1,0.9375,
brokenbar,trend,3,0.5,1,0.25,5c24e83ac298750001776310,39,,6313,Thu Mar 14 2019 15:26:20 GMT 0100 (CET),1,3,1,0.55,0.716666667,0.55,0.646140201,0.716666667
brokenbar,trend,2,0,-1,0.125,5c24e83ac298750001776310,40,,4562,Thu Mar 14 2019 15:26:26 GMT 0100 (CET),-1,1,1,1,0.9375,1,0.9375,
brokenbar,trend,2,0.25,-1,0.25,5c24e83ac298750001776310,41,,4302,Thu Mar 14 2019 15:26:32 GMT 0100 (CET),-1,2,1,1,0.875,1,0.875,
bar,trend,3,0.25,-1,0.25,5c24e83ac298750001776310,42,,5399,Thu Mar 14 2019 15:26:39 GMT 0100 (CET),-1,3,1,1,0.833333333,1,0.903208533,0.833333333
bar,trend,2,0.5,1,0.125,5c24e83ac298750001776310,43,,3632,Thu Mar 14 2019 15:26:45 GMT 0100 (CET),1,2,1,0.55,0.6125,0.55,0.6125,
brokenbar,trend,3,0.5,-1,0.125,5c24e83ac298750001776310,44,,5013,Thu Mar 14 2019 15:26:51 GMT 0100 (CET),-1,2,1,1,0.916666667,1,0.959751075,0.916666667
bottomgradbar,trend,3,0.5,-1,0.25,5c4321b881cc58000186df28,1,1,27126,Thu Mar 14 2019 14:51:17 GMT 0000 (Greenwich Mean Time),-1,3,1,1,0.833333333,1,0.914503515,0.833333333
bottomgradbar,trend,3,0,1,0.125,5c4321b881cc58000186df28,2,1,12792,Thu Mar 14 2019 14:51:34 GMT 0000 (Greenwich Mean Time),1,2,1,0.55,0.633333333,0.55,0.596166587,0.633333333
bar,trend,3,0.5,-1,0.125,5c4321b881cc58000186df28,3,1,12096,Thu Mar 14 2019 14:51:50 GMT 0000 (Greenwich Mean Time),-1,1,1,1,0.916666667,1,0.963617282,0.916666667
brokenbar,trend,3,0,-1,0.25,5c4321b881cc58000186df28,4,1,10514,Thu Mar 14 2019 14:52:04 GMT 0000 (Greenwich Mean Time),-1,1,1,1,0.833333333,1,0.927894615,0.833333333
bar,trend,3,0,1,0.25,5c4321b881cc58000186df28,5,1,7961,Thu Mar 14 2019 14:52:14 GMT 0000 (Greenwich Mean Time),1,1,1,0.55,0.716666667,0.55,0.620860603,0.716666667
bottomgradbar,trend,3,0,-1,0.125,5c4321b881cc58000186df28,6,1,6221,Thu Mar 14 2019 14:52:26 GMT 0000 (Greenwich Mean Time),-1,1,1,1,0.916666667,1,0.951166444,0.916666667
bar,trend,3,0.5,1,0.25,5c4321b881cc58000186df28,7,1,16240,Thu Mar 14 2019 14:52:47 GMT 0000 (Greenwich Mean Time),1,3,1,0.55,0.716666667,0.55,0.616190128,0.716666667
brokenbar,trend,2,0.5,1,0.125,5c4321b881cc58000186df28,8,1,12727,Thu Mar 14 2019 14:53:02 GMT 0000 (Greenwich Mean Time),1,3,1,0.55,0.6125,0.55,0.6125,
bar,trend,2,0.5,1,0.125,5c4321b881cc58000186df28,9,,7312,Thu Mar 14 2019 14:53:11 GMT 0000 (Greenwich Mean Time),1,3,1,0.55,0.6125,0.55,0.6125,
bar,trend,3,0,1,0.25,5c4321b881cc58000186df28,10,,6913,Thu Mar 14 2019 14:53:28 GMT 0000 (Greenwich Mean Time),1,2,1,0.55,0.716666667,0.55,0.652938644,0.716666667
brokenbar,trend,3,0.5,-1,0.25,5c4321b881cc58000186df28,11,,5684,Thu Mar 14 2019 14:53:37 GMT 0000 (Greenwich Mean Time),-1,4,1,1,0.833333333,1,0.924027177,0.833333333
bar,trend,3,0.25,1,0.25,5c4321b881cc58000186df28,12,,4679,Thu Mar 14 2019 14:53:46 GMT 0000 (Greenwich Mean Time),1,3,1,0.55,0.716666667,0.55,0.643894139,0.716666667
bar,trend,2,0,-1,0.25,5c4321b881cc58000186df28,13,,4997,Thu Mar 14 2019 14:53:56 GMT 0000 (Greenwich Mean Time),-1,2,1,1,0.875,1,0.875,
bar,trend,2,0.25,-1,0.25,5c4321b881cc58000186df28,14,,6338,Thu Mar 14 2019 14:54:04 GMT 0000 (Greenwich Mean Time),-1,3,1,1,0.875,1,0.875,
brokenbar,trend,3,0.25,1,0.125,5c4321b881cc58000186df28,15,,5664,Thu Mar 14 2019 14:54:13 GMT 0000 (Greenwich Mean Time),1,1,1,0.55,0.633333333,0.55,0.598607531,0.633333333
brokenbar,trend,3,0,1,0.25,5c4321b881cc58000186df28,16,,3592,Thu Mar 14 2019 14:54:18 GMT 0000 (Greenwich Mean Time),1,1,1,0.55,0.716666667,0.55,0.61798389,0.716666667
bottomgradbar,trend,3,0,-1,0.25,5c4321b881cc58000186df28,17,,4714,Thu Mar 14 2019 14:54:24 GMT 0000 (Greenwich Mean Time),-1,1,1,1,0.833333333,1,0.930324704,0.833333333
bottomgradbar,trend,2,0,-1,0.125,5c4321b881cc58000186df28,18,,4495,Thu Mar 14 2019 14:54:30 GMT 0000 (Greenwich Mean Time),-1,1,1,1,0.9375,1,0.9375,
brokenbar,trend,3,0.5,1,0.125,5c4321b881cc58000186df28,19,,5990,Thu Mar 14 2019 14:54:38 GMT 0000 (Greenwich Mean Time),1,2,1,0.55,0.633333333,0.55,0.601355454,0.633333333
bottomgradbar,trend,3,0.5,1,0.25,5c4321b881cc58000186df28,20,,4362,Thu Mar 14 2019 14:54:44 GMT 0000 (Greenwich Mean Time),1,3,1,0.55,0.716666667,0.55,0.62019973,0.716666667
bar,trend,2,0,1,0.125,5c4321b881cc58000186df28,21,,6440,Thu Mar 14 2019 14:54:52 GMT 0000 (Greenwich Mean Time),1,2,1,0.55,0.6125,0.55,0.6125,
brokenbar,trend,2,0.5,-1,0.125,5c4321b881cc58000186df28,22,,8071,Thu Mar 14 2019 14:55:02 GMT 0000 (Greenwich Mean Time),-1,2,1,1,0.9375,1,0.9375,
bottomgradbar,trend,2,0.25,1,0.125,5c4321b881cc58000186df28,23,,5414,Thu Mar 14 2019 14:55:13 GMT 0000 (Greenwich Mean Time),1,2,1,0.55,0.6125,0.55,0.6125,
brokenbar,trend,2,0,-1,0.125,5c4321b881cc58000186df28,24,,7916,Thu Mar 14 2019 14:55:23 GMT 0000 (Greenwich Mean Time),-1,2,1,1,0.9375,1,0.9375,
bar,trend,2,0.5,-1,0.25,5c4321b881cc58000186df28,25,,7553,Thu Mar 14 2019 14:55:32 GMT 0000 (Greenwich Mean Time),-1,4,1,1,0.875,1,0.875,
brokenbar,trend,2,0,-1,0.25,5c4321b881cc58000186df28,26,,5689,Thu Mar 14 2019 14:55:39 GMT 0000 (Greenwich Mean Time),-1,3,1,1,0.875,1,0.875,
bottomgradbar,trend,3,0.25,-1,0.125,5c4321b881cc58000186df28,27,,5783,Thu Mar 14 2019 14:55:47 GMT 0000 (Greenwich Mean Time),-1,2,1,1,0.916666667,1,0.949906895,0.916666667
bottomgradbar,trend,2,0,1,0.25,5c4321b881cc58000186df28,28,,5113,Thu Mar 14 2019 14:55:57 GMT 0000 (Greenwich Mean Time),1,3,1,0.55,0.675,0.55,0.675,
brokenbar,trend,2,0.25,-1,0.125,5c4321b881cc58000186df28,29,,5748,Thu Mar 14 2019 14:56:04 GMT 0000 (Greenwich Mean Time),-1,2,1,1,0.9375,1,0.9375,
bottomgradbar,trend,2,0.5,1,0.25,5c4321b881cc58000186df28,30,,8037,Thu Mar 14 2019 14:56:17 GMT 0000 (Greenwich Mean Time),1,4,1,0.55,0.675,0.55,0.675,
brokenbar,trend,3,0.25,1,0.25,5c4321b881cc58000186df28,31,,3699,Thu Mar 14 2019 14:56:23 GMT 0000 (Greenwich Mean Time),1,4,1,0.55,0.716666667,0.55,0.625329021,0.716666667
bar,trend,3,0.5,1,0.25,5c4321b881cc58000186df28,32,,4722,Thu Mar 14 2019 14:56:29 GMT 0000 (Greenwich Mean Time),1,3,1,0.55,0.716666667,0.55,0.613197467,0.716666667
bottomgradbar,trend,3,0.25,1,0.25,5c4321b881cc58000186df28,33,,2556,Thu Mar 14 2019 14:56:33 GMT 0000 (Greenwich Mean Time),1,3,1,0.55,0.716666667,0.55,0.64854401,0.716666667
bar,trend,3,0.5,1,0.125,5c4321b881cc58000186df28,34,,4745,Thu Mar 14 2019 14:56:41 GMT 0000 (Greenwich Mean Time),1,2,1,0.55,0.633333333,0.55,0.593089133,0.633333333
brokenbar,trend,2,0.25,1,0.25,5c4321b881cc58000186df28,35,,4307,Thu Mar 14 2019 14:56:50 GMT 0000 (Greenwich Mean Time),1,3,1,0.55,0.675,0.55,0.675,
brokenbar,trend,2,0.5,1,0.25,5c4321b881cc58000186df28,36,,8085,Thu Mar 14 2019 14:57:00 GMT 0000 (Greenwich Mean Time),1,4,1,0.55,0.675,0.55,0.675,
bar,trend,3,0.25,1,0.125,5c4321b881cc58000186df28,37,,4404,Thu Mar 14 2019 14:57:05 GMT 0000 (Greenwich Mean Time),1,3,1,0.55,0.633333333,0.55,0.594299146,0.633333333
bar,trend,3,0,1,0.125,5c4321b881cc58000186df28,38,,4086,Thu Mar 14 2019 14:57:11 GMT 0000 (Greenwich Mean Time),1,1,1,0.55,0.633333333,0.55,0.591004984,0.633333333
bottomgradbar,trend,3,0,-1,0.125,5c4321b881cc58000186df28,39,,5006,Thu Mar 14 2019 14:57:17 GMT 0000 (Greenwich Mean Time),-1,1,1,1,0.916666667,1,0.968681697,0.916666667
bottomgradbar,trend,3,0.5,1,0.125,5c4321b881cc58000186df28,40,,4052,Thu Mar 14 2019 14:57:23 GMT 0000 (Greenwich Mean Time),1,2,1,0.55,0.633333333,0.55,0.601974477,0.633333333
bar,trend,2,0.25,-1,0.125,5c4321b881cc58000186df28,41,,5877,Thu Mar 14 2019 14:57:30 GMT 0000 (Greenwich Mean Time),-1,1,1,1,0.9375,1,0.9375,
bottomgradbar,trend,2,0.25,1,0.25,5c4321b881cc58000186df28,42,,3729,Thu Mar 14 2019 14:57:37 GMT 0000 (Greenwich Mean Time),1,3,1,0.55,0.675,0.55,0.675,
brokenbar,trend,3,0,-1,0.125,5c4321b881cc58000186df28,43,,4453,Thu Mar 14 2019 14:57:43 GMT 0000 (Greenwich Mean Time),-1,1,1,1,0.916666667,1,0.964540163,0.916666667
bottomgradbar,trend,2,0.5,-1,0.125,5c4321b881cc58000186df28,44,,7536,Thu Mar 14 2019 14:57:52 GMT 0000 (Greenwich Mean Time),-1,4,1,1,0.9375,1,0.9375,
bar,trend,3,0,1,0.25,5c49f8ffd9326c0001f3f5a5,1,1,23699,Thu Mar 14 2019 15:22:17 GMT 0100 (Central European Standard Time),1,2,1,0.55,0.716666667,0.55,0.629429317,0.716666667
bar,trend,2,0.5,-1,0.25,5c49f8ffd9326c0001f3f5a5,2,1,14151,Thu Mar 14 2019 15:22:34 GMT 0100 (Central European Standard Time),1,2,0,1,0.875,1,0.875,
bar,trend,3,0,1,0.125,5c49f8ffd9326c0001f3f5a5,3,1,21714,Thu Mar 14 2019 15:22:58 GMT 0100 (Central European Standard Time),1,2,1,0.55,0.633333333,0.55,0.586517726,0.633333333
bar,trend,2,0.5,1,0.125,5c49f8ffd9326c0001f3f5a5,4,1,18711,Thu Mar 14 2019 15:23:19 GMT 0100 (Central European Standard Time),1,2,1,0.55,0.6125,0.55,0.6125,
bar,trend,2,0,-1,0.125,5c49f8ffd9326c0001f3f5a5,5,1,11338,Thu Mar 14 2019 15:23:32 GMT 0100 (Central European Standard Time),-1,2,1,1,0.9375,1,0.9375,
bottomgradbar,trend,2,0,1,0.25,5c49f8ffd9326c0001f3f5a5,6,1,8883,Thu Mar 14 2019 15:23:43 GMT 0100 (Central European Standard Time),1,2,1,0.55,0.675,0.55,0.675,
brokenbar,trend,3,0.5,1,0.125,5c49f8ffd9326c0001f3f5a5,7,1,11031,Thu Mar 14 2019 15:23:56 GMT 0100 (Central European Standard Time),1,3,1,0.55,0.633333333,0.55,0.600964361,0.633333333
brokenbar,trend,3,0.5,-1,0.25,5c49f8ffd9326c0001f3f5a5,8,1,9626,Thu Mar 14 2019 15:24:11 GMT 0100 (Central European Standard Time),-1,4,1,1,0.833333333,1,0.935506993,0.833333333
bottomgradbar,trend,2,0.25,-1,0.125,5c49f8ffd9326c0001f3f5a5,9,,47074,Thu Mar 14 2019 15:25:00 GMT 0100 (Central European Standard Time),-1,2,1,1,0.9375,1,0.9375,
brokenbar,trend,3,0.25,1,0.125,5c49f8ffd9326c0001f3f5a5,10,,7158,Thu Mar 14 2019 15:25:09 GMT 0100 (Central European Standard Time),1,2,1,0.55,0.633333333,0.55,0.602050217,0.633333333
bar,trend,3,0,1,0.125,5c49f8ffd9326c0001f3f5a5,11,,6765,Thu Mar 14 2019 15:25:18 GMT 0100 (Central European Standard Time),1,3,1,0.55,0.633333333,0.55,0.601361869,0.633333333
bar,trend,2,0.5,1,0.25,5c49f8ffd9326c0001f3f5a5,12,,7453,Thu Mar 14 2019 15:25:27 GMT 0100 (Central European Standard Time),1,4,1,0.55,0.675,0.55,0.675,
brokenbar,trend,2,0.25,1,0.125,5c49f8ffd9326c0001f3f5a5,13,,7414,Thu Mar 14 2019 15:25:36 GMT 0100 (Central European Standard Time),1,4,1,0.55,0.6125,0.55,0.6125,
bottomgradbar,trend,3,0.5,1,0.125,5c49f8ffd9326c0001f3f5a5,14,,11521,Thu Mar 14 2019 15:25:50 GMT 0100 (Central European Standard Time),1,3,1,0.55,0.633333333,0.55,0.586901517,0.633333333
bar,trend,2,0.25,1,0.125,5c49f8ffd9326c0001f3f5a5,15,,6547,Thu Mar 14 2019 15:25:58 GMT 0100 (Central European Standard Time),1,2,1,0.55,0.6125,0.55,0.6125,
bar,trend,3,0.25,-1,0.25,5c49f8ffd9326c0001f3f5a5,16,,7208,Thu Mar 14 2019 15:26:08 GMT 0100 (Central European Standard Time),-1,3,1,1,0.833333333,1,0.931352794,0.833333333
brokenbar,trend,3,0.5,1,0.125,5c49f8ffd9326c0001f3f5a5,17,,9996,Thu Mar 14 2019 15:26:19 GMT 0100 (Central European Standard Time),1,3,1,0.55,0.633333333,0.55,0.585362288,0.633333333
bottomgradbar,trend,3,0,-1,0.25,5c49f8ffd9326c0001f3f5a5,18,,11746,Thu Mar 14 2019 15:26:37 GMT 0100 (Central European Standard Time),-1,2,1,1,0.833333333,1,0.923185965,0.833333333
brokenbar,trend,3,0,-1,0.125,5c49f8ffd9326c0001f3f5a5,19,,4851,Thu Mar 14 2019 15:26:43 GMT 0100 (Central European Standard Time),-1,1,1,1,0.916666667,1,0.958268552,0.916666667
bottomgradbar,trend,2,0,1,0.25,5c49f8ffd9326c0001f3f5a5,20,,7801,Thu Mar 14 2019 15:26:52 GMT 0100 (Central European Standard Time),1,2,1,0.55,0.675,0.55,0.675,
brokenbar,trend,2,0,-1,0.125,5c49f8ffd9326c0001f3f5a5,21,,12406,Thu Mar 14 2019 15:27:07 GMT 0100 (Central European Standard Time),-1,2,1,1,0.9375,1,0.9375,
bottomgradbar,trend,3,0.5,1,0.25,5c49f8ffd9326c0001f3f5a5,22,,5289,Thu Mar 14 2019 15:27:14 GMT 0100 (Central European Standard Time),1,4,1,0.55,0.716666667,0.55,0.648247443,0.716666667
bottomgradbar,trend,3,0.25,1,0.125,5c49f8ffd9326c0001f3f5a5,23,,12438,Thu Mar 14 2019 15:27:29 GMT 0100 (Central European Standard Time),1,2,1,0.55,0.633333333,0.55,0.600605809,0.633333333
bar,trend,3,0.25,1,0.125,5c49f8ffd9326c0001f3f5a5,24,,3819,Thu Mar 14 2019 15:27:36 GMT 0100 (Central European Standard Time),1,2,1,0.55,0.633333333,0.55,0.583295309,0.633333333
bottomgradbar,trend,2,0.5,1,0.25,5c49f8ffd9326c0001f3f5a5,25,,7145,Thu Mar 14 2019 15:27:45 GMT 0100 (Central European Standard Time),1,4,1,0.55,0.675,0.55,0.675,
bottomgradbar,trend,2,0,-1,0.125,5c49f8ffd9326c0001f3f5a5,26,,4886,Thu Mar 14 2019 15:27:52 GMT 0100 (Central European Standard Time),1,1,0,1,0.9375,1,0.9375,
bottomgradbar,trend,3,0,-1,0.125,5c49f8ffd9326c0001f3f5a5,27,,8483,Thu Mar 14 2019 15:28:03 GMT 0100 (Central European Standard Time),-1,2,1,1,0.916666667,1,0.96648013,0.916666667
brokenbar,trend,2,0.25,1,0.25,5c49f8ffd9326c0001f3f5a5,28,,4469,Thu Mar 14 2019 15:28:09 GMT 0100 (Central European Standard Time),1,3,1,0.55,0.675,0.55,0.675,
brokenbar,trend,3,0,-1,0.25,5c49f8ffd9326c0001f3f5a5,29,,11427,Thu Mar 14 2019 15:28:27 GMT 0100 (Central European Standard Time),-1,3,1,1,0.833333333,1,0.924562739,0.833333333
brokenbar,trend,3,0.5,-1,0.25,5c49f8ffd9326c0001f3f5a5,30,,9528,Thu Mar 14 2019 15:28:38 GMT 0100 (Central European Standard Time),-1,4,1,1,0.833333333,1,0.910844976,0.833333333
brokenbar,trend,3,0.25,-1,0.25,5c49f8ffd9326c0001f3f5a5,31,,8066,Thu Mar 14 2019 15:28:50 GMT 0100 (Central European Standard Time),-1,3,1,1,0.833333333,1,0.917257659,0.833333333
bar,trend,2,0.5,1,0.125,5c49f8ffd9326c0001f3f5a5,32,,8347,Thu Mar 14 2019 15:29:00 GMT 0100 (Central European Standard Time),1,3,1,0.55,0.6125,0.55,0.6125,
bar,trend,3,0.5,-1,0.25,5c49f8ffd9326c0001f3f5a5,33,,17246,Thu Mar 14 2019 15:29:18 GMT 0100 (Central European Standard Time),-1,4,1,1,0.833333333,1,0.90914903,0.833333333
bar,trend,3,0.5,-1,0.125,5c49f8ffd9326c0001f3f5a5,34,,5256,Thu Mar 14 2019 15:29:26 GMT 0100 (Central European Standard Time),-1,2,1,1,0.916666667,1,0.962681679,0.916666667
brokenbar,trend,2,0.5,1,0.25,5c49f8ffd9326c0001f3f5a5,35,,12829,Thu Mar 14 2019 15:29:42 GMT 0100 (Central European Standard Time),1,4,1,0.55,0.675,0.55,0.675,
bottomgradbar,trend,2,0.25,-1,0.25,5c49f8ffd9326c0001f3f5a5,36,,6562,Thu Mar 14 2019 15:29:50 GMT 0100 (Central European Standard Time),-1,3,1,1,0.875,1,0.875,
brokenbar,trend,2,0.5,1,0.125,5c49f8ffd9326c0001f3f5a5,37,,7062,Thu Mar 14 2019 15:30:01 GMT 0100 (Central European Standard Time),1,2,1,0.55,0.6125,0.55,0.6125,
bar,trend,3,0,1,0.25,5c49f8ffd9326c0001f3f5a5,38,,5624,Thu Mar 14 2019 15:30:09 GMT 0100 (Central European Standard Time),1,2,1,0.55,0.716666667,0.55,0.625175899,0.716666667
bar,trend,2,0,-1,0.25,5c49f8ffd9326c0001f3f5a5,39,,6020,Thu Mar 14 2019 15:30:17 GMT 0100 (Central European Standard Time),-1,2,1,1,0.875,1,0.875,
brokenbar,trend,2,0,1,0.25,5c49f8ffd9326c0001f3f5a5,40,,4915,Thu Mar 14 2019 15:30:24 GMT 0100 (Central European Standard Time),1,2,1,0.55,0.675,0.55,0.675,
bar,trend,2,0.25,-1,0.25,5c49f8ffd9326c0001f3f5a5,41,,4978,Thu Mar 14 2019 15:30:31 GMT 0100 (Central European Standard Time),-1,3,1,1,0.875,1,0.875,
bottomgradbar,trend,2,0.5,1,0.125,5c49f8ffd9326c0001f3f5a5,42,,4760,Thu Mar 14 2019 15:30:38 GMT 0100 (Central European Standard Time),1,2,1,0.55,0.6125,0.55,0.6125,
bottomgradbar,trend,3,0.25,-1,0.25,5c49f8ffd9326c0001f3f5a5,43,,4011,Thu Mar 14 2019 15:30:43 GMT 0100 (Central European Standard Time),-1,3,1,1,0.833333333,1,0.929543698,0.833333333
bar,trend,2,0,1,0.125,5c49f8ffd9326c0001f3f5a5,44,,4673,Thu Mar 14 2019 15:30:50 GMT 0100 (Central European Standard Time),1,1,1,0.55,0.6125,0.55,0.6125,
bottomgradbar,trend,3,0,1,0.25,5c5378fa54f9d30001db1a73,1,1,20968,Thu Mar 14 2019 14:38:14 GMT 0000 (WET),1,3,1,0.55,0.716666667,0.55,0.633531764,0.716666667
brokenbar,trend,2,0.5,1,0.125,5c5378fa54f9d30001db1a73,2,1,25466,Thu Mar 14 2019 14:38:43 GMT 0000 (WET),1,3,1,0.55,0.6125,0.55,0.6125,
bottomgradbar,trend,3,0.5,-1,0.25,5c5378fa54f9d30001db1a73,3,1,11450,Thu Mar 14 2019 14:38:57 GMT 0000 (WET),-1,2,1,1,0.833333333,1,0.904527917,0.833333333
bar,trend,2,0.5,-1,0.25,5c5378fa54f9d30001db1a73,4,1,13316,Thu Mar 14 2019 14:39:13 GMT 0000 (WET),-1,2,1,1,0.875,1,0.875,
brokenbar,trend,2,0,-1,0.25,5c5378fa54f9d30001db1a73,5,1,6597,Thu Mar 14 2019 14:39:22 GMT 0000 (WET),-1,3,1,1,0.875,1,0.875,
bottomgradbar,trend,2,0,-1,0.125,5c5378fa54f9d30001db1a73,6,1,10334,Thu Mar 14 2019 14:39:35 GMT 0000 (WET),-1,3,1,1,0.9375,1,0.9375,
bottomgradbar,trend,2,0,1,0.125,5c5378fa54f9d30001db1a73,7,1,11180,Thu Mar 14 2019 14:39:49 GMT 0000 (WET),1,3,1,0.55,0.6125,0.55,0.6125,
bar,trend,2,0.5,-1,0.125,5c5378fa54f9d30001db1a73,8,1,7649,Thu Mar 14 2019 14:39:59 GMT 0000 (WET),-1,2,1,1,0.9375,1,0.9375,
brokenbar,trend,2,0.5,-1,0.25,5c5378fa54f9d30001db1a73,9,,13250,Thu Mar 14 2019 14:40:15 GMT 0000 (WET),-1,2,1,1,0.875,1,0.875,
brokenbar,trend,3,0,-1,0.25,5c5378fa54f9d30001db1a73,10,,7598,Thu Mar 14 2019 14:40:24 GMT 0000 (WET),-1,3,1,1,0.833333333,1,0.899789543,0.833333333
bottomgradbar,trend,2,0,-1,0.125,5c5378fa54f9d30001db1a73,11,,7166,Thu Mar 14 2019 14:40:33 GMT 0000 (WET),-1,2,1,1,0.9375,1,0.9375,
brokenbar,trend,3,0,-1,0.125,5c5378fa54f9d30001db1a73,12,,6449,Thu Mar 14 2019 14:40:42 GMT 0000 (WET),-1,2,1,1,0.916666667,1,0.959396483,0.916666667
brokenbar,trend,3,0.25,1,0.125,5c5378fa54f9d30001db1a73,13,,14451,Thu Mar 14 2019 14:41:02 GMT 0000 (WET),1,2,1,0.55,0.633333333,0.55,0.597734859,0.633333333
bar,trend,3,0,1,0.125,5c5378fa54f9d30001db1a73,14,,11831,Thu Mar 14 2019 14:41:16 GMT 0000 (WET),1,1,1,0.55,0.633333333,0.55,0.591415601,0.633333333
bottomgradbar,trend,3,0.5,1,0.25,5c5378fa54f9d30001db1a73,15,,9130,Thu Mar 14 2019 14:41:27 GMT 0000 (WET),1,4,1,0.55,0.716666667,0.55,0.643158722,0.716666667
bar,trend,3,0.25,-1,0.25,5c5378fa54f9d30001db1a73,16,,12782,Thu Mar 14 2019 14:41:43 GMT 0000 (WET),-1,2,1,1,0.833333333,1,0.906917764,0.833333333
bottomgradbar,trend,3,0.5,-1,0.125,5c5378fa54f9d30001db1a73,17,,12281,Thu Mar 14 2019 14:41:57 GMT 0000 (WET),-1,2,1,1,0.916666667,1,0.949471897,0.916666667
bottomgradbar,trend,3,0.25,1,0.25,5c5378fa54f9d30001db1a73,18,,9616,Thu Mar 14 2019 14:42:09 GMT 0000 (WET),1,2,1,0.55,0.716666667,0.55,0.641293169,0.716666667
bar,trend,3,0.5,1,0.125,5c5378fa54f9d30001db1a73,19,,14867,Thu Mar 14 2019 14:42:26 GMT 0000 (WET),1,2,1,0.55,0.633333333,0.55,0.589853288,0.633333333
bar,trend,3,0.25,1,0.125,5c5378fa54f9d30001db1a73,20,,10633,Thu Mar 14 2019 14:42:39 GMT 0000 (WET),1,1,1,0.55,0.633333333,0.55,0.581568866,0.633333333
bar,trend,2,0.5,-1,0.25,5c5378fa54f9d30001db1a73,21,,8431,Thu Mar 14 2019 14:42:52 GMT 0000 (WET),-1,2,1,1,0.875,1,0.875,
brokenbar,trend,2,0.25,-1,0.25,5c5378fa54f9d30001db1a73,22,,16548,Thu Mar 14 2019 14:43:12 GMT 0000 (WET),-1,1,1,1,0.875,1,0.875,
brokenbar,trend,2,0,1,0.25,5c5378fa54f9d30001db1a73,23,,7165,Thu Mar 14 2019 14:43:21 GMT 0000 (WET),1,3,1,0.55,0.675,0.55,0.675,
bar,trend,2,0.5,1,0.125,5c5378fa54f9d30001db1a73,24,,7468,Thu Mar 14 2019 14:43:30 GMT 0000 (WET),1,1,1,0.55,0.6125,0.55,0.6125,
