visType,labelType,framing,dataSize,truncationLevel,trendDirection,slope,id,index,training,rt,timestamp,qTrend,qSeverity,qFirst,qLast,correct,firstX,lastX,exp,x0,x1,x2
bar,none,trend,3,0,-1,0.25,5d1d288863a46c00157b44aa,3,1,28356,Wed Jul 17 2019 23:57:39 GMT 0100 (British Summer Time),-1,3,1,0.8,1,1,0.833333333,exp3,1,0.899119081,0.833333333
brokenbar,none,trend,2,0.5,-1,0.25,5d1d288863a46c00157b44aa,4,1,28893,Wed Jul 17 2019 23:58:09 GMT 0100 (British Summer Time),-1,4,1,0.76,1,1,0.875,exp3,1,0.875,
bar,none,trend,3,0,1,0.25,5d1d288863a46c00157b44aa,5,1,19232,Wed Jul 17 2019 23:58:30 GMT 0100 (British Summer Time),1,3,0.5,0.66,1,0.55,0.716666667,exp3,0.55,0.648262158,0.716666667
bar,none,trend,2,0.5,-1,0.125,5d1d288863a46c00157b44aa,6,1,20849,Wed Jul 17 2019 23:58:54 GMT 0100 (British Summer Time),-1,2,1,0.9,1,1,0.9375,exp3,1,0.9375,
bottomgradbar,none,trend,2,0.5,1,0.25,5d1d288863a46c00157b44aa,7,1,20486,Wed Jul 17 2019 23:59:16 GMT 0100 (British Summer Time),1,4,0.55,0.7,1,0.55,0.675,exp3,0.55,0.675,
brokenbar,none,trend,3,0,-1,0.125,5d1d288863a46c00157b44aa,8,1,22620,Wed Jul 17 2019 23:59:40 GMT 0100 (British Summer Time),-1,1,1,0.95,1,1,0.916666667,exp3,1,0.950182235,0.916666667
brokenbar,none,trend,3,0.5,1,0.25,5d1d288863a46c00157b44aa,9,,15078,Wed Jul 17 2019 23:59:56 GMT 0100 (British Summer Time),1,4,0.55,0.7,1,0.55,0.716666667,exp3,0.55,0.637589219,0.716666667
bottomgradbar,none,trend,3,0,1,0.25,5d1d288863a46c00157b44aa,10,,14556,Thu Jul 18 2019 00:00:12 GMT 0100 (British Summer Time),1,3,0.5,0.7,1,0.55,0.716666667,exp3,0.55,0.647798079,0.716666667
bottomgradbar,none,trend,2,0.25,-1,0.25,5d1d288863a46c00157b44aa,11,,20627,Thu Jul 18 2019 00:00:34 GMT 0100 (British Summer Time),-1,3,1,0.7,1,1,0.875,exp3,1,0.875,
brokenbar,none,trend,2,0.25,1,0.25,5d1d288863a46c00157b44aa,12,,17517,Thu Jul 18 2019 00:00:53 GMT 0100 (British Summer Time),1,4,0.41,0.61,1,0.55,0.675,exp3,0.55,0.675,
bottomgradbar,none,trend,2,0.5,1,0.125,5d1d288863a46c00157b44aa,13,,15456,Thu Jul 18 2019 00:01:09 GMT 0100 (British Summer Time),1,2,0.54,0.61,1,0.55,0.6125,exp3,0.55,0.6125,
brokenbar,none,trend,3,0,-1,0.125,5d1d288863a46c00157b44aa,14,,19294,Thu Jul 18 2019 00:01:30 GMT 0100 (British Summer Time),-1,1,1,0.91,1,1,0.916666667,exp3,1,0.958259082,0.916666667
bar,none,trend,3,0.5,1,0.125,5d1d288863a46c00157b44aa,15,,34549,Thu Jul 18 2019 00:02:05 GMT 0100 (British Summer Time),1,2,0.53,0.65,1,0.55,0.633333333,exp3,0.55,0.600742608,0.633333333
brokenbar,none,trend,3,0.5,-1,0.125,5d1d288863a46c00157b44aa,16,,18148,Thu Jul 18 2019 00:02:24 GMT 0100 (British Summer Time),-1,1,1,0.93,1,1,0.916666667,exp3,1,0.960957215,0.916666667
bottomgradbar,none,trend,2,0,1,0.125,5d1d288863a46c00157b44aa,17,,19097,Thu Jul 18 2019 00:02:44 GMT 0100 (British Summer Time),1,2,0.5,0.57,1,0.55,0.6125,exp3,0.55,0.6125,
brokenbar,none,trend,3,0.25,-1,0.25,5d1d288863a46c00157b44aa,18,,16779,Thu Jul 18 2019 00:03:02 GMT 0100 (British Summer Time),-1,4,1,0.77,1,1,0.833333333,exp3,1,0.925274641,0.833333333
bar,none,trend,3,0.25,1,0.25,5d1d288863a46c00157b44aa,19,,13340,Thu Jul 18 2019 00:03:16 GMT 0100 (British Summer Time),1,3,0.46,0.69,1,0.55,0.716666667,exp3,0.55,0.648612635,0.716666667
brokenbar,none,trend,2,0.5,1,0.25,5d1d288863a46c00157b44aa,20,,17969,Thu Jul 18 2019 00:03:35 GMT 0100 (British Summer Time),1,5,0.53,0.66,1,0.55,0.675,exp3,0.55,0.675,
bar,none,trend,3,0.5,1,0.25,5d1d288863a46c00157b44aa,21,,18844,Thu Jul 18 2019 00:03:55 GMT 0100 (British Summer Time),1,3,0.56,0.78,1,0.55,0.716666667,exp3,0.55,0.624617139,0.716666667
bottomgradbar,none,trend,3,0.25,1,0.125,5d1d288863a46c00157b44aa,22,,20387,Thu Jul 18 2019 00:04:16 GMT 0100 (British Summer Time),1,2,0.5,0.71,1,0.55,0.633333333,exp3,0.55,0.583699833,0.633333333
bottomgradbar,none,trend,3,0.5,1,0.25,5d1d288863a46c00157b44aa,23,,15044,Thu Jul 18 2019 00:04:32 GMT 0100 (British Summer Time),1,5,0.55,0.69,1,0.55,0.716666667,exp3,0.55,0.637202263,0.716666667
bar,none,trend,2,0,-1,0.125,5d1d288863a46c00157b44aa,24,,20498,Thu Jul 18 2019 00:04:54 GMT 0100 (British Summer Time),-1,2,1,0.95,1,1,0.9375,exp3,1,0.9375,
brokenbar,none,trend,3,0,1,0.25,5d1d288863a46c00157b44aa,25,,14455,Thu Jul 18 2019 00:05:09 GMT 0100 (British Summer Time),1,3,0.6,0.75,1,0.55,0.716666667,exp3,0.55,0.653183754,0.716666667
bar,none,trend,2,0.5,1,0.125,5d1d288863a46c00157b44aa,26,,12985,Thu Jul 18 2019 00:05:23 GMT 0100 (British Summer Time),1,4,0.55,0.61,1,0.55,0.6125,exp3,0.55,0.6125,
bar,none,trend,2,0.25,1,0.25,5d1d288863a46c00157b44aa,27,,14370,Thu Jul 18 2019 00:05:38 GMT 0100 (British Summer Time),1,3,0.4,0.62,1,0.55,0.675,exp3,0.55,0.675,
bar,none,trend,2,0.5,1,0.25,5d1d288863a46c00157b44aa,28,,17411,Thu Jul 18 2019 00:05:56 GMT 0100 (British Summer Time),-1,5,0.54,0.69,0,0.55,0.675,exp3,0.55,0.675,
brokenbar,none,trend,2,0,1,0.125,5d1d288863a46c00157b44aa,29,,14472,Thu Jul 18 2019 00:06:12 GMT 0100 (British Summer Time),1,1,0.51,0.56,1,0.55,0.6125,exp3,0.55,0.6125,
brokenbar,none,trend,3,0.25,-1,0.125,5d1d288863a46c00157b44aa,30,,16510,Thu Jul 18 2019 00:06:29 GMT 0100 (British Summer Time),-1,3,1,0.95,1,1,0.916666667,exp3,1,0.951036256,0.916666667
bar,none,trend,2,0.25,1,0.125,5d1d288863a46c00157b44aa,31,,11603,Thu Jul 18 2019 00:06:42 GMT 0100 (British Summer Time),1,2,0.43,0.5,1,0.55,0.6125,exp3,0.55,0.6125,
bottomgradbar,none,trend,3,0.5,1,0.125,5d1d288863a46c00157b44aa,32,,15611,Thu Jul 18 2019 00:06:59 GMT 0100 (British Summer Time),1,3,0.55,0.62,1,0.55,0.633333333,exp3,0.55,0.600831476,0.633333333
bottomgradbar,none,trend,2,0.25,1,0.125,5d1d288863a46c00157b44aa,33,,16707,Thu Jul 18 2019 00:07:17 GMT 0100 (British Summer Time),1,2,0.51,0.61,1,0.55,0.6125,exp3,0.55,0.6125,
bottomgradbar,none,trend,3,0.25,1,0.25,5d1d288863a46c00157b44aa,34,,12407,Thu Jul 18 2019 00:07:30 GMT 0100 (British Summer Time),1,3,0.46,0.72,1,0.55,0.716666667,exp3,0.55,0.641502504,0.716666667
bar,none,trend,3,0.25,-1,0.125,5d1d288863a46c00157b44aa,35,,17206,Thu Jul 18 2019 00:07:49 GMT 0100 (British Summer Time),-1,2,1,0.87,1,1,0.916666667,exp3,1,0.956767685,0.916666667
bottomgradbar,none,trend,3,0,-1,0.125,5d1d288863a46c00157b44aa,36,,16394,Thu Jul 18 2019 00:08:06 GMT 0100 (British Summer Time),-1,1,1,0.94,1,1,0.916666667,exp3,1,0.966660366,0.916666667
brokenbar,none,trend,2,0.25,1,0.125,5d1d288863a46c00157b44aa,37,,12127,Thu Jul 18 2019 00:08:19 GMT 0100 (British Summer Time),1,2,0.44,0.55,1,0.55,0.6125,exp3,0.55,0.6125,
bottomgradbar,none,trend,2,0,1,0.25,5d1d288863a46c00157b44aa,38,,13616,Thu Jul 18 2019 00:08:34 GMT 0100 (British Summer Time),1,3,0.5,0.61,1,0.55,0.675,exp3,0.55,0.675,
bottomgradbar,none,trend,2,0.5,-1,0.25,5d1d288863a46c00157b44aa,39,,16500,Thu Jul 18 2019 00:08:51 GMT 0100 (British Summer Time),-1,5,1,0.73,1,1,0.875,exp3,1,0.875,
bar,none,trend,3,0,1,0.125,5d1d288863a46c00157b44aa,40,,13366,Thu Jul 18 2019 00:09:05 GMT 0100 (British Summer Time),1,2,0.51,0.64,1,0.55,0.633333333,exp3,0.55,0.588699274,0.633333333
bar,none,trend,3,0,1,0.25,5d1d288863a46c00157b44aa,41,,14786,Thu Jul 18 2019 00:09:21 GMT 0100 (British Summer Time),1,3,0.65,0.71,1,0.55,0.716666667,exp3,0.55,0.613805353,0.716666667
brokenbar,none,trend,2,0,1,0.25,5d1d288863a46c00157b44aa,42,,12390,Thu Jul 18 2019 00:09:34 GMT 0100 (British Summer Time),1,3,0.53,0.63,1,0.55,0.675,exp3,0.55,0.675,
bar,none,trend,2,0,1,0.25,5d1d288863a46c00157b44aa,43,,12778,Thu Jul 18 2019 00:09:48 GMT 0100 (British Summer Time),1,2,0.49,0.59,1,0.55,0.675,exp3,0.55,0.675,
brokenbar,none,trend,2,0.5,1,0.125,5d1d288863a46c00157b44aa,44,,14797,Thu Jul 18 2019 00:10:04 GMT 0100 (British Summer Time),1,3,0.52,0.62,1,0.55,0.6125,exp3,0.55,0.6125,
brokenbar,none,trend,3,0,-1,0.125,5d2da46c5b7fd00001ed995c,1,1,26542,Thu Jul 18 2019 00:20:54 GMT 0200 (CEST),-1,1,1,0.95,1,1,0.916666667,exp3,1,0.954836794,0.916666667
bar,none,trend,3,0,1,0.125,5d2da46c5b7fd00001ed995c,2,1,18429,Thu Jul 18 2019 00:21:16 GMT 0200 (CEST),1,1,0.5,0.6,1,0.55,0.633333333,exp3,0.55,0.583777704,0.633333333
bar,none,trend,3,0.5,1,0.25,5d2da46c5b7fd00001ed995c,3,1,21174,Thu Jul 18 2019 00:21:40 GMT 0200 (CEST),1,3,0.55,0.75,1,0.55,0.716666667,exp3,0.55,0.635709066,0.716666667
bar,none,trend,3,0,-1,0.25,5d2da46c5b7fd00001ed995c,4,1,14721,Thu Jul 18 2019 00:21:57 GMT 0200 (CEST),-1,3,1,0.8,1,1,0.833333333,exp3,1,0.932437659,0.833333333
bar,none,trend,3,0.5,-1,0.25,5d2da46c5b7fd00001ed995c,5,1,15158,Thu Jul 18 2019 00:22:14 GMT 0200 (CEST),-1,4,1,0.6,1,1,0.833333333,exp3,1,0.921366538,0.833333333
bottomgradbar,none,trend,3,0.5,1,0.125,5d2da46c5b7fd00001ed995c,6,1,20471,Thu Jul 18 2019 00:22:37 GMT 0200 (CEST),1,1,0.52,0.6,1,0.55,0.633333333,exp3,0.55,0.586985726,0.633333333
brokenbar,none,trend,2,0,-1,0.25,5d2da46c5b7fd00001ed995c,7,1,23596,Thu Jul 18 2019 00:23:02 GMT 0200 (CEST),-1,3,1,0.9,1,1,0.875,exp3,1,0.875,
brokenbar,none,trend,2,0.5,1,0.125,5d2da46c5b7fd00001ed995c,8,1,20841,Thu Jul 18 2019 00:23:31 GMT 0200 (CEST),1,1,0.52,0.6,1,0.55,0.6125,exp3,0.55,0.6125,
bar,none,trend,2,0.25,1,0.25,5d2da46c5b7fd00001ed995c,9,,20467,Thu Jul 18 2019 00:23:53 GMT 0200 (CEST),1,2,0.75,0.85,1,0.55,0.675,exp3,0.55,0.675,
bottomgradbar,none,trend,2,0,-1,0.125,5d2da46c5b7fd00001ed995c,10,,13491,Thu Jul 18 2019 00:24:08 GMT 0200 (CEST),-1,2,1,0.95,1,1,0.9375,exp3,1,0.9375,
bottomgradbar,none,trend,3,0.25,-1,0.125,5d2da46c5b7fd00001ed995c,11,,15614,Thu Jul 18 2019 00:24:25 GMT 0200 (CEST),-1,1,1,0.98,1,1,0.916666667,exp3,1,0.966695782,0.916666667
brokenbar,none,trend,2,0.25,1,0.25,5d2da46c5b7fd00001ed995c,12,,21224,Thu Jul 18 2019 00:24:48 GMT 0200 (CEST),1,2,0.5,0.65,1,0.55,0.675,exp3,0.55,0.675,
bottomgradbar,none,trend,3,0.5,1,0.25,5d2da46c5b7fd00001ed995c,13,,11529,Thu Jul 18 2019 00:25:02 GMT 0200 (CEST),1,3,0.53,0.75,1,0.55,0.716666667,exp3,0.55,0.628795567,0.716666667
bar,none,trend,3,0.5,-1,0.25,5d2da46c5b7fd00001ed995c,14,,17674,Thu Jul 18 2019 00:25:21 GMT 0200 (CEST),-1,4,1,0.8,1,1,0.833333333,exp3,1,0.93736909,0.833333333
bottomgradbar,none,trend,3,0,1,0.25,5d2da46c5b7fd00001ed995c,15,,8938,Thu Jul 18 2019 00:25:32 GMT 0200 (CEST),1,3,0.5,0.7,1,0.55,0.716666667,exp3,0.55,0.636449751,0.716666667
bottomgradbar,none,trend,3,0,1,0.125,5d2da46c5b7fd00001ed995c,16,,13474,Thu Jul 18 2019 00:25:47 GMT 0200 (CEST),1,1,0.5,0.55,1,0.55,0.633333333,exp3,0.55,0.600678214,0.633333333
bottomgradbar,none,trend,2,0.5,-1,0.125,5d2da46c5b7fd00001ed995c,17,,24046,Thu Jul 18 2019 00:26:13 GMT 0200 (CEST),-1,1,1,0.95,1,1,0.9375,exp3,1,0.9375,
bar,none,trend,2,0.5,1,0.125,5d2da46c5b7fd00001ed995c,18,,18259,Thu Jul 18 2019 00:26:33 GMT 0200 (CEST),1,1,0.52,0.55,1,0.55,0.6125,exp3,0.55,0.6125,
bar,none,trend,3,0,1,0.125,5d2da46c5b7fd00001ed995c,19,,12108,Thu Jul 18 2019 00:26:46 GMT 0200 (CEST),1,1,0.5,0.55,1,0.55,0.633333333,exp3,0.55,0.587182008,0.633333333
bar,none,trend,2,0,-1,0.125,5d2da46c5b7fd00001ed995c,20,,13288,Thu Jul 18 2019 00:27:01 GMT 0200 (CEST),-1,1,1,0.95,1,1,0.9375,exp3,1,0.9375,
brokenbar,none,trend,2,0,1,0.25,5d2da46c5b7fd00001ed995c,21,,11385,Thu Jul 18 2019 00:27:14 GMT 0200 (CEST),1,3,0.5,0.6,1,0.55,0.675,exp3,0.55,0.675,
bottomgradbar,none,trend,3,0.5,1,0.125,5d2da46c5b7fd00001ed995c,22,,10984,Thu Jul 18 2019 00:27:27 GMT 0200 (CEST),1,3,0.55,0.6,1,0.55,0.633333333,exp3,0.55,0.58802375,0.633333333
brokenbar,none,trend,3,0.25,1,0.25,5d2da46c5b7fd00001ed995c,23,,21656,Thu Jul 18 2019 00:27:50 GMT 0200 (CEST),1,4,0.6,0.8,1,0.55,0.716666667,exp3,0.55,0.622237371,0.716666667
brokenbar,none,trend,3,0.25,1,0.125,5d2da46c5b7fd00001ed995c,24,,19159,Thu Jul 18 2019 00:28:11 GMT 0200 (CEST),1,2,0.6,0.7,1,0.55,0.633333333,exp3,0.55,0.595569117,0.633333333
bottomgradbar,none,trend,2,0.25,-1,0.25,5d2da46c5b7fd00001ed995c,25,,16625,Thu Jul 18 2019 00:28:29 GMT 0200 (CEST),-1,5,1,0.75,1,1,0.875,exp3,1,0.875,
bar,none,trend,3,0.25,-1,0.125,5d2da46c5b7fd00001ed995c,26,,16652,Thu Jul 18 2019 00:28:47 GMT 0200 (CEST),-1,3,1,0.9,1,1,0.916666667,exp3,1,0.958952189,0.916666667
bar,none,trend,2,0,-1,0.25,5d2da46c5b7fd00001ed995c,27,,14887,Thu Jul 18 2019 00:29:03 GMT 0200 (CEST),-1,4,1,0.85,1,1,0.875,exp3,1,0.875,
bar,none,trend,3,0.25,-1,0.25,5d2da46c5b7fd00001ed995c,28,,18341,Thu Jul 18 2019 00:29:23 GMT 0200 (CEST),-1,4,1,0.87,1,1,0.833333333,exp3,1,0.896182299,0.833333333
bar,none,trend,2,0.25,-1,0.125,5d2da46c5b7fd00001ed995c,29,,9843,Thu Jul 18 2019 00:29:35 GMT 0200 (CEST),-1,3,1,0.95,1,1,0.9375,exp3,1,0.9375,
brokenbar,none,trend,2,0.5,1,0.125,5d2da46c5b7fd00001ed995c,30,,12705,Thu Jul 18 2019 00:29:49 GMT 0200 (CEST),1,2,0.55,0.65,1,0.55,0.6125,exp3,0.55,0.6125,
bar,none,trend,3,0.5,1,0.125,5d2da46c5b7fd00001ed995c,31,,23273,Thu Jul 18 2019 00:30:14 GMT 0200 (CEST),1,3,0.51,0.7,1,0.55,0.633333333,exp3,0.55,0.593437905,0.633333333
brokenbar,none,trend,2,0.25,-1,0.125,5d2da46c5b7fd00001ed995c,32,,13219,Thu Jul 18 2019 00:30:29 GMT 0200 (CEST),-1,2,1,0.9,1,1,0.9375,exp3,1,0.9375,
brokenbar,none,trend,3,0,-1,0.25,5d2da46c5b7fd00001ed995c,33,,13321,Thu Jul 18 2019 00:30:44 GMT 0200 (CEST),-1,3,1,0.9,1,1,0.833333333,exp3,1,0.916244835,0.833333333
brokenbar,none,trend,3,0.5,-1,0.25,5d2da46c5b7fd00001ed995c,34,,17954,Thu Jul 18 2019 00:31:04 GMT 0200 (CEST),-1,5,1,0.8,1,1,0.833333333,exp3,1,0.900685654,0.833333333
bottomgradbar,none,trend,2,0.5,-1,0.25,5d2da46c5b7fd00001ed995c,35,,9949,Thu Jul 18 2019 00:31:15 GMT 0200 (CEST),-1,5,1,0.85,1,1,0.875,exp3,1,0.875,
bottomgradbar,none,trend,3,0.25,1,0.25,5d2da46c5b7fd00001ed995c,36,,19009,Thu Jul 18 2019 00:31:36 GMT 0200 (CEST),1,4,0.5,0.75,1,0.55,0.716666667,exp3,0.55,0.636244091,0.716666667
brokenbar,none,trend,3,0,1,0.125,5d2da46c5b7fd00001ed995c,37,,9354,Thu Jul 18 2019 00:31:47 GMT 0200 (CEST),1,1,0.5,0.6,1,0.55,0.633333333,exp3,0.55,0.589531671,0.633333333
bottomgradbar,none,trend,2,0,-1,0.25,5d2da46c5b7fd00001ed995c,38,,9213,Thu Jul 18 2019 00:31:58 GMT 0200 (CEST),-1,3,1,0.9,1,1,0.875,exp3,1,0.875,
bottomgradbar,none,trend,2,0.25,-1,0.125,5d2da46c5b7fd00001ed995c,39,,9015,Thu Jul 18 2019 00:32:08 GMT 0200 (CEST),-1,2,1,0.95,1,1,0.9375,exp3,1,0.9375,
bar,none,trend,3,0,-1,0.25,5d2da46c5b7fd00001ed995c,40,,14717,Thu Jul 18 2019 00:32:24 GMT 0200 (CEST),-1,3,1,0.8,1,1,0.833333333,exp3,1,0.910904954,0.833333333
brokenbar,none,trend,3,0.5,1,0.125,5d2da46c5b7fd00001ed995c,41,,13115,Thu Jul 18 2019 00:32:39 GMT 0200 (CEST),1,3,0.52,0.65,1,0.55,0.633333333,exp3,0.55,0.596741363,0.633333333
brokenbar,none,trend,2,0,-1,0.125,5d2da46c5b7fd00001ed995c,42,,13674,Thu Jul 18 2019 00:32:54 GMT 0200 (CEST),-1,1,1,0.9,1,1,0.9375,exp3,1,0.9375,
brokenbar,none,trend,2,0.5,-1,0.25,5d2da46c5b7fd00001ed995c,43,,17958,Thu Jul 18 2019 00:33:14 GMT 0200 (CEST),-1,5,1,0.85,1,1,0.875,exp3,1,0.875,
bar,none,trend,2,0.5,1,0.25,5d2da46c5b7fd00001ed995c,44,,12775,Thu Jul 18 2019 00:33:28 GMT 0200 (CEST),1,5,0.55,0.7,1,0.55,0.675,exp3,0.55,0.675,
brokenbar,none,trend,2,0.5,1,0.25,5d2e3632c3651500159f0aa9,1,1,158484,Wed Jul 17 2019 23:45:48 GMT 0100 (British Summer Time),1,3,0.55,0.75,1,0.55,0.675,exp3,0.55,0.675,
brokenbar,none,trend,3,0,-1,0.25,5d2e3632c3651500159f0aa9,2,1,24564,Wed Jul 17 2019 23:46:18 GMT 0100 (British Summer Time),-1,1,1,0.98,1,1,0.833333333,exp3,1,0.927153628,0.833333333
bar,none,trend,3,0,1,0.125,5d2e3632c3651500159f0aa9,3,1,25150,Wed Jul 17 2019 23:46:46 GMT 0100 (British Summer Time),1,2,0.5,0.6,1,0.55,0.633333333,exp3,0.55,0.586805608,0.633333333
bar,none,trend,2,0.5,-1,0.125,5d2e3632c3651500159f0aa9,4,1,18564,Wed Jul 17 2019 23:47:07 GMT 0100 (British Summer Time),-1,2,1,0.9,1,1,0.9375,exp3,1,0.9375,
bar,none,trend,3,0,1,0.25,5d2e3632c3651500159f0aa9,5,1,28165,Wed Jul 17 2019 23:47:38 GMT 0100 (British Summer Time),-1,3,0.5,0.8,0,0.55,0.716666667,exp3,0.55,0.648844173,0.716666667
brokenbar,none,trend,2,0.5,1,0.125,5d2e3632c3651500159f0aa9,6,1,19686,Wed Jul 17 2019 23:48:00 GMT 0100 (British Summer Time),1,2,0.55,0.65,1,0.55,0.6125,exp3,0.55,0.6125,
brokenbar,none,trend,2,0,-1,0.125,5d2e3632c3651500159f0aa9,7,1,11174,Wed Jul 17 2019 23:48:13 GMT 0100 (British Summer Time),-1,2,1,0.9,1,1,0.9375,exp3,1,0.9375,
brokenbar,none,trend,3,0.5,1,0.25,5d2e3632c3651500159f0aa9,8,1,17506,Wed Jul 17 2019 23:48:33 GMT 0100 (British Summer Time),1,3,0.55,0.75,1,0.55,0.716666667,exp3,0.55,0.618728332,0.716666667
brokenbar,none,trend,2,0.5,1,0.125,5d2e3632c3651500159f0aa9,9,,15357,Wed Jul 17 2019 23:48:50 GMT 0100 (British Summer Time),1,3,0.55,0.6,1,0.55,0.6125,exp3,0.55,0.6125,
bar,none,trend,3,0,-1,0.25,5d2e3632c3651500159f0aa9,10,,17004,Wed Jul 17 2019 23:49:09 GMT 0100 (British Summer Time),-1,2,1,0.8,1,1,0.833333333,exp3,1,0.908276768,0.833333333
brokenbar,none,trend,3,0,1,0.125,5d2e3632c3651500159f0aa9,11,,16019,Wed Jul 17 2019 23:49:27 GMT 0100 (British Summer Time),1,1,0.5,0.6,1,0.55,0.633333333,exp3,0.55,0.598519366,0.633333333
bottomgradbar,none,trend,3,0,1,0.125,5d2e3632c3651500159f0aa9,12,,15898,Wed Jul 17 2019 23:49:44 GMT 0100 (British Summer Time),1,2,0.5,0.6,1,0.55,0.633333333,exp3,0.55,0.590184149,0.633333333
bottomgradbar,none,trend,2,0,1,0.25,5d2e3632c3651500159f0aa9,13,,30784,Wed Jul 17 2019 23:50:17 GMT 0100 (British Summer Time),1,2,0.5,0.6,1,0.55,0.675,exp3,0.55,0.675,
brokenbar,none,trend,2,0.25,1,0.25,5d2e3632c3651500159f0aa9,14,,19113,Wed Jul 17 2019 23:50:38 GMT 0100 (British Summer Time),1,3,0.5,0.75,1,0.55,0.675,exp3,0.55,0.675,
bar,none,trend,2,0.5,1,0.125,5d2e3632c3651500159f0aa9,15,,11619,Wed Jul 17 2019 23:50:52 GMT 0100 (British Summer Time),1,2,0.55,0.6,1,0.55,0.6125,exp3,0.55,0.6125,
bottomgradbar,none,trend,3,0.25,-1,0.25,5d2e3632c3651500159f0aa9,16,,25025,Wed Jul 17 2019 23:51:18 GMT 0100 (British Summer Time),-1,2,1,0.75,1,1,0.833333333,exp3,1,0.931877073,0.833333333
bottomgradbar,none,trend,3,0.5,-1,0.125,5d2e3632c3651500159f0aa9,17,,19545,Wed Jul 17 2019 23:51:39 GMT 0100 (British Summer Time),-1,1,1,0.9,1,1,0.916666667,exp3,1,0.950077313,0.916666667
bar,none,trend,2,0.5,1,0.25,5d2e3632c3651500159f0aa9,18,,10732,Wed Jul 17 2019 23:51:52 GMT 0100 (British Summer Time),1,2,0.55,0.6,1,0.55,0.675,exp3,0.55,0.675,
brokenbar,none,trend,2,0.25,-1,0.125,5d2e3632c3651500159f0aa9,19,,10358,Wed Jul 17 2019 23:52:04 GMT 0100 (British Summer Time),-1,2,1,0.75,1,1,0.9375,exp3,1,0.9375,
brokenbar,none,trend,3,0,-1,0.25,5d2e3632c3651500159f0aa9,20,,17516,Wed Jul 17 2019 23:52:23 GMT 0100 (British Summer Time),-1,3,1,0.9,1,1,0.833333333,exp3,1,0.904662331,0.833333333
bar,none,trend,2,0,-1,0.25,5d2e3632c3651500159f0aa9,21,,8568,Wed Jul 17 2019 23:52:33 GMT 0100 (British Summer Time),-1,2,1,0.9,1,1,0.875,exp3,1,0.875,
bar,none,trend,2,0.25,1,0.125,5d2e3632c3651500159f0aa9,22,,13246,Wed Jul 17 2019 23:52:48 GMT 0100 (British Summer Time),1,3,0.5,0.75,1,0.55,0.6125,exp3,0.55,0.6125,
brokenbar,none,trend,3,0.25,1,0.25,5d2e3632c3651500159f0aa9,23,,18666,Wed Jul 17 2019 23:53:08 GMT 0100 (British Summer Time),1,2,0.5,0.75,1,0.55,0.716666667,exp3,0.55,0.65412268,0.716666667
bar,none,trend,3,0.25,1,0.125,5d2e3632c3651500159f0aa9,24,,11094,Wed Jul 17 2019 23:53:21 GMT 0100 (British Summer Time),1,2,0.5,0.75,1,0.55,0.633333333,exp3,0.55,0.601639131,0.633333333
bottomgradbar,none,trend,2,0.5,1,0.125,5d2e3632c3651500159f0aa9,25,,14281,Wed Jul 17 2019 23:53:36 GMT 0100 (British Summer Time),1,1,0.55,0.6,1,0.55,0.6125,exp3,0.55,0.6125,
bar,none,trend,3,0.5,-1,0.125,5d2e3632c3651500159f0aa9,26,,17535,Wed Jul 17 2019 23:53:55 GMT 0100 (British Summer Time),-1,1,1,0.9,1,1,0.916666667,exp3,1,0.963953751,0.916666667
bottomgradbar,none,trend,3,0,-1,0.25,5d2e3632c3651500159f0aa9,27,,9341,Wed Jul 17 2019 23:54:17 GMT 0100 (British Summer Time),-1,1,1,0.9,1,1,0.833333333,exp3,1,0.931623551,0.833333333
bar,none,trend,2,0,-1,0.125,5d2e3632c3651500159f0aa9,28,,11916,Wed Jul 17 2019 23:54:30 GMT 0100 (British Summer Time),-1,3,1,0.9,1,1,0.9375,exp3,1,0.9375,
bottomgradbar,none,trend,3,0.25,-1,0.125,5d2e3632c3651500159f0aa9,29,,34426,Wed Jul 17 2019 23:55:06 GMT 0100 (British Summer Time),-1,1,1,0.75,1,1,0.916666667,exp3,1,0.949338938,0.916666667
bar,none,trend,3,0.5,-1,0.25,5d2e3632c3651500159f0aa9,30,,22442,Wed Jul 17 2019 23:55:30 GMT 0100 (British Summer Time),-1,2,1,0.85,1,1,0.833333333,exp3,1,0.896978932,0.833333333
bottomgradbar,none,trend,2,0.5,-1,0.25,5d2e3632c3651500159f0aa9,31,,13154,Wed Jul 17 2019 23:55:45 GMT 0100 (British Summer Time),-1,2,1,0.75,1,1,0.875,exp3,1,0.875,
bottomgradbar,none,trend,2,0,-1,0.125,5d2e3632c3651500159f0aa9,32,,12002,Wed Jul 17 2019 23:55:59 GMT 0100 (British Summer Time),-1,3,1,0.9,1,1,0.9375,exp3,1,0.9375,
bottomgradbar,none,trend,2,0.25,-1,0.25,5d2e3632c3651500159f0aa9,33,,16100,Wed Jul 17 2019 23:56:16 GMT 0100 (British Summer Time),-1,1,1,0.95,1,1,0.875,exp3,1,0.875,
brokenbar,none,trend,2,0.5,1,0.25,5d2e3632c3651500159f0aa9,34,,18463,Wed Jul 17 2019 23:56:36 GMT 0100 (British Summer Time),1,2,0.55,0.65,1,0.55,0.675,exp3,0.55,0.675,
